Year,Ref,Team,Actual Score,Predicted Score
1995,Kevin Collins,New York Rangers,4,2.6731418918918917
1995,Kerry Fraser,Pittsburgh Penguins,3,2.890625
1995,Kevin Collins,Pittsburgh Penguins,3,2.890625
1995,Don Koharski,New York Rangers,4,2.886052303860523
1995,Shane Heyer,New York Rangers,4,2.886052303860523
1995,Don Koharski,Pittsburgh Penguins,4,2.923342175066313
1995,Shane Heyer,Pittsburgh Penguins,4,2.923342175066313
1995,Ray Scapinello,New York Rangers,4,3.042063492063492
1995,Rob Shick,New York Rangers,4,3.042063492063492
1995,Ray Scapinello,Pittsburgh Penguins,7,2.9626623376623376
1995,Rob Shick,Pittsburgh Penguins,7,2.9626623376623376
1995,Kerry Fraser,Detroit Red Wings,4,3.4166666666666665
1995,Kevin Collins,Detroit Red Wings,4,3.4166666666666665
1995,Kerry Fraser,St. Louis Blues,5,3.0416666666666665
1995,Kevin Collins,St. Louis Blues,5,3.0416666666666665
1995,Kevin Collins,Detroit Red Wings,4,3.1149425287356323
1995,Mark Faucette,Detroit Red Wings,4,3.1149425287356323
1995,Kevin Collins,St. Louis Blues,1,3.3405797101449277
1995,Mark Faucette,St. Louis Blues,1,3.3405797101449277
1995,Lazarowich,St. Louis Blues,3,2.0
1995,Van Hellemond,St. Louis Blues,3,2.0
1995,Dan Marouelli,Detroit Red Wings,4,3.1350619195046443
1995,Ray Scapinello,Detroit Red Wings,4,3.1350619195046443
1995,Dan Marouelli,St. Louis Blues,2,3.520215633423181
1995,Ray Scapinello,St. Louis Blues,2,3.520215633423181
1995,McCreary,Detroit Red Wings,4,2.833333333333333
1995,Scapinello,Detroit Red Wings,4,2.833333333333333
1995,McCreary,St. Louis Blues,0,3.5
1995,Scapinello,St. Louis Blues,0,3.5
1995,Don Koharski,Chicago Blackhawks,4,2.8550200803212853
1995,Shane Heyer,Chicago Blackhawks,4,2.8550200803212853
1995,Don Koharski,Colorado Avalanche,2,3.1521739130434785
1995,Shane Heyer,Colorado Avalanche,2,3.1521739130434785
1995,Jay Sharrers,Chicago Blackhawks,4,2.8863636363636367
1995,Rob Shick,Chicago Blackhawks,4,2.8863636363636367
1995,Jay Sharrers,Colorado Avalanche,5,2.8583333333333334
1995,Rob Shick,Colorado Avalanche,5,2.8583333333333334
1995,Terry Gregson,Chicago Blackhawks,4,2.431159420289855
1995,Wayne Bonney,Chicago Blackhawks,4,2.431159420289855
1995,Terry Gregson,Colorado Avalanche,3,3.050249169435216
1995,Wayne Bonney,Colorado Avalanche,3,3.050249169435216
1995,Andy van Hellemond,Chicago Blackhawks,4,2.875
1995,Gordon Broseker,Chicago Blackhawks,4,2.875
1995,Andy van Hellemond,Colorado Avalanche,3,5.269230769230769
1995,Gordon Broseker,Colorado Avalanche,3,5.269230769230769
1995,Gordon Broseker,Chicago Blackhawks,4,3.1011904761904763
1995,Kerry Fraser,Chicago Blackhawks,4,3.1011904761904763
1995,Gordon Broseker,Colorado Avalanche,4,3.3585164835164836
1995,Kerry Fraser,Colorado Avalanche,4,3.3585164835164836
1995,Mark Faucette,Chicago Blackhawks,4,2.6805555555555554
1995,Wayne Bonney,Chicago Blackhawks,4,2.6805555555555554
1995,Mark Faucette,Colorado Avalanche,4,3.1395348837209305
1995,Wayne Bonney,Colorado Avalanche,4,3.1395348837209305
1995,Kerry Fraser,Florida Panthers,4,2.7160493827160495
1995,Wayne Bonney,Florida Panthers,4,2.7160493827160495
1995,Kerry Fraser,Pittsburgh Penguins,1,2.6363636363636367
1995,Wayne Bonney,Pittsburgh Penguins,1,2.6363636363636367
1995,Andy van Hellemond,Florida Panthers,4,2.5
1995,Wayne Bonney,Florida Panthers,4,2.5
1995,Andy van Hellemond,Pittsburgh Penguins,3,2.9935064935064934
1995,Wayne Bonney,Pittsburgh Penguins,3,2.9935064935064934
1995,Bill McCreary,Florida Panthers,4,2.29933110367893
1995,Ray Scapinello,Florida Panthers,4,2.29933110367893
1995,Bill McCreary,Pittsburgh Penguins,2,2.7885714285714283
1995,Ray Scapinello,Pittsburgh Penguins,2,2.7885714285714283
1995,Don Koharski,Florida Panthers,4,2.3905742145178763
1995,Ray Scapinello,Florida Panthers,4,2.3905742145178763
1995,Don Koharski,Pittsburgh Penguins,2,2.9208791208791207
1995,Ray Scapinello,Pittsburgh Penguins,2,2.9208791208791207
1995,Gordon Broseker,Florida Panthers,4,2.6046972269383133
1995,Mark Faucette,Florida Panthers,4,2.6046972269383133
1995,Gordon Broseker,Pittsburgh Penguins,3,3.4111721611721615
1995,Mark Faucette,Pittsburgh Penguins,3,3.4111721611721615
1995,Kevin Collins,Florida Panthers,4,2.588675213675214
1995,Terry Gregson,Florida Panthers,4,2.588675213675214
1995,Kevin Collins,Pittsburgh Penguins,3,2.6822916666666665
1995,Terry Gregson,Pittsburgh Penguins,3,2.6822916666666665
1995,Don Koharski,Florida Panthers,4,2.871343445287107
1995,Kevin Collins,Florida Panthers,4,2.871343445287107
1995,Don Koharski,Pittsburgh Penguins,1,2.8829326923076923
1995,Kevin Collins,Pittsburgh Penguins,1,2.8829326923076923
1995,Kevin Collins,Colorado Avalanche,4,2.910714285714286
1995,Terry Gregson,Colorado Avalanche,4,2.910714285714286
1995,Kevin Collins,Detroit Red Wings,6,3.2366666666666664
1995,Terry Gregson,Detroit Red Wings,6,3.2366666666666664
1995,Andy van Hellemond,Colorado Avalanche,4,5.0
1995,Kevin Collins,Colorado Avalanche,4,5.0
1995,Andy van Hellemond,Detroit Red Wings,2,3.833333333333333
1995,Kevin Collins,Detroit Red Wings,2,3.833333333333333
1995,Bill McCreary,Colorado Avalanche,4,2.6666666666666665
1995,Ray Scapinello,Colorado Avalanche,4,2.6666666666666665
1995,Bill McCreary,Detroit Red Wings,1,3.108886107634543
1995,Ray Scapinello,Detroit Red Wings,1,3.108886107634543
1995,Bill McCreary,Colorado Avalanche,4,2.6666666666666665
1995,Ray Scapinello,Colorado Avalanche,4,2.6666666666666665
1995,Bill McCreary,Florida Panthers,1,2.29933110367893
1995,Ray Scapinello,Florida Panthers,1,2.29933110367893
1995,Don Koharski,Colorado Avalanche,4,2.9565217391304346
1995,Kevin Collins,Colorado Avalanche,4,2.9565217391304346
1995,Don Koharski,Florida Panthers,1,2.871343445287107
1995,Kevin Collins,Florida Panthers,1,2.871343445287107
1995,Andy van Hellemond,Colorado Avalanche,4,4.75
1995,Ray Scapinello,Colorado Avalanche,4,4.75
1995,Andy van Hellemond,Florida Panthers,2,2.0384615384615383
1995,Ray Scapinello,Florida Panthers,2,2.0384615384615383
1995,Bill McCreary,Colorado Avalanche,4,2.9166666666666665
1995,Kevin Collins,Colorado Avalanche,4,2.9166666666666665
1995,Bill McCreary,Florida Panthers,0,2.7801003344481607
1995,Kevin Collins,Florida Panthers,0,2.7801003344481607
1996,Don Koharski,Montréal Canadiens,4,2.573448546739984
1996,Shane Heyer,Montréal Canadiens,4,2.573448546739984
1996,Don Koharski,New Jersey Devils,5,2.8440988835725682
1996,Shane Heyer,New Jersey Devils,5,2.8440988835725682
1996,Shane Heyer,Montréal Canadiens,4,2.580566801619433
1996,Stephen Walkom,Montréal Canadiens,4,2.580566801619433
1996,Shane Heyer,New Jersey Devils,4,2.67319749216301
1996,Stephen Walkom,New Jersey Devils,4,2.67319749216301
1996,Devorski,Montréal Canadiens,4,3.783333333333333
1996,Fraser,Montréal Canadiens,4,3.783333333333333
1996,Devorski,New Jersey Devils,6,3.3333333333333335
1996,Fraser,New Jersey Devils,6,3.3333333333333335
1996,Devorski,Montréal Canadiens,4,2.95
1996,McGeough,Montréal Canadiens,4,2.95
1996,Devorski,New Jersey Devils,3,1.3333333333333335
1996,McGeough,New Jersey Devils,3,1.3333333333333335
1996,Bill McCreary,Montréal Canadiens,4,2.638888888888889
1996,Bob Hodges,Montréal Canadiens,4,2.638888888888889
1996,Bill McCreary,New Jersey Devils,4,1.9776119402985075
1996,Bob Hodges,New Jersey Devils,4,1.9776119402985075
1996,Rob Shick,Buffalo Sabres,4,2.540909090909091
1996,Wayne Bonney,Buffalo Sabres,4,2.540909090909091
1996,Rob Shick,Ottawa Senators,1,2.688618925831202
1996,Wayne Bonney,Ottawa Senators,1,2.688618925831202
1996,Richard Trottier,Buffalo Sabres,4,2.3379310344827586
1996,Wayne Bonney,Buffalo Sabres,4,2.3379310344827586
1996,Richard Trottier,Ottawa Senators,3,2.4572463768115944
1996,Wayne Bonney,Ottawa Senators,3,2.4572463768115944
1996,Dan Schachte,Buffalo Sabres,4,2.8571428571428568
1996,Kerry Fraser,Buffalo Sabres,4,2.8571428571428568
1996,Dan Schachte,Ottawa Senators,2,1.96875
1996,Kerry Fraser,Ottawa Senators,2,1.96875
1996,Dan Schachte,Buffalo Sabres,4,2.817460317460317
1996,Mick McGeough,Buffalo Sabres,4,2.817460317460317
1996,Dan Schachte,Ottawa Senators,1,2.111111111111111
1996,Mick McGeough,Ottawa Senators,1,2.111111111111111
1996,Dan Marouelli,Buffalo Sabres,4,3.111607142857143
1996,Shane Heyer,Buffalo Sabres,4,3.111607142857143
1996,Dan Marouelli,Ottawa Senators,4,2.8433544303797467
1996,Shane Heyer,Ottawa Senators,4,2.8433544303797467
1996,Shane Heyer,Buffalo Sabres,4,3.0117096018735365
1996,Terry Gregson,Buffalo Sabres,4,3.0117096018735365
1996,Shane Heyer,Ottawa Senators,0,2.8651960784313726
1996,Terry Gregson,Ottawa Senators,0,2.8651960784313726
1996,Dan Marouelli,Philadelphia Flyers,4,2.6510903426791277
1996,Dan Schachte,Philadelphia Flyers,4,2.6510903426791277
1996,Dan Marouelli,Pittsburgh Penguins,1,2.110062893081761
1996,Dan Schachte,Pittsburgh Penguins,1,2.110062893081761
1996,Dan Schachte,Philadelphia Flyers,4,3.520833333333333
1996,Mick McGeough,Philadelphia Flyers,4,3.520833333333333
1996,Dan Schachte,Pittsburgh Penguins,2,2.0666666666666664
1996,Mick McGeough,Pittsburgh Penguins,2,2.0666666666666664
1996,Rob Schick,Philadelphia Flyers,4,3.1
1996,Wayne Bonney,Philadelphia Flyers,4,3.1
1996,Rob Schick,Pittsburgh Penguins,3,3.6363636363636367
1996,Wayne Bonney,Pittsburgh Penguins,3,3.6363636363636367
1996,Don Koharski,Philadelphia Flyers,4,2.6925675675675675
1996,Mike Cvik,Philadelphia Flyers,4,2.6925675675675675
1996,Don Koharski,Pittsburgh Penguins,4,3.1923076923076925
1996,Mike Cvik,Pittsburgh Penguins,4,3.1923076923076925
1996,Mark Faucette,Philadelphia Flyers,4,3.0
1996,Ray Scapinello,Philadelphia Flyers,4,3.0
1996,Mark Faucette,Pittsburgh Penguins,3,3.0183150183150182
1996,Ray Scapinello,Pittsburgh Penguins,3,3.0183150183150182
1996,Bob Hodges,Florida Panthers,4,2.549382716049383
1996,Kerry Fraser,Florida Panthers,4,2.549382716049383
1996,Bob Hodges,New York Rangers,0,3.725225225225225
1996,Kerry Fraser,New York Rangers,0,3.725225225225225
1996,Don Koharski,Florida Panthers,4,2.552112676056338
1996,Greg Devorski,Florida Panthers,4,2.552112676056338
1996,Don Koharski,New York Rangers,3,3.046891464699684
1996,Greg Devorski,New York Rangers,3,3.046891464699684
1996,Dan Marouelli,Florida Panthers,4,2.1411290322580645
1996,Shane Heyer,Florida Panthers,4,2.1411290322580645
1996,Dan Marouelli,New York Rangers,4,2.830834114339269
1996,Shane Heyer,New York Rangers,4,2.830834114339269
1996,Richard Trottier,Florida Panthers,4,2.4416666666666664
1996,Shane Heyer,Florida Panthers,4,2.4416666666666664
1996,Richard Trottier,New York Rangers,3,3.068181818181818
1996,Shane Heyer,New York Rangers,3,3.068181818181818
1996,Gerard Gauthier,Florida Panthers,4,2.8514851485148514
1996,Paul Devorski,Florida Panthers,4,2.8514851485148514
1996,Gerard Gauthier,New York Rangers,3,2.8177570093457946
1996,Paul Devorski,New York Rangers,3,2.8177570093457946
1996,Gordon Broseker,Chicago Blackhawks,4,2.9722222222222223
1996,Mark Faucette,Chicago Blackhawks,4,2.9722222222222223
1996,Gordon Broseker,Colorado Avalanche,6,3.269230769230769
1996,Mark Faucette,Colorado Avalanche,6,3.269230769230769
1996,Gordon Broseker,Chicago Blackhawks,4,3.0
1996,Paul Devorski,Chicago Blackhawks,4,3.0
1996,Gordon Broseker,Colorado Avalanche,3,3.2094481605351173
1996,Paul Devorski,Colorado Avalanche,3,3.2094481605351173
1996,Rob Shick,Chicago Blackhawks,4,2.941919191919192
1996,Swede Knox,Chicago Blackhawks,4,2.941919191919192
1996,Rob Shick,Colorado Avalanche,3,3.0785714285714287
1996,Swede Knox,Colorado Avalanche,3,3.0785714285714287
1996,Kerry Fraser,Chicago Blackhawks,4,3.1011904761904763
1996,Kevin Collins,Chicago Blackhawks,4,3.1011904761904763
1996,Kerry Fraser,Colorado Avalanche,7,3.0892857142857144
1996,Kevin Collins,Colorado Avalanche,7,3.0892857142857144
1996,Dan Marouelli,Chicago Blackhawks,4,2.8991935483870965
1996,Kevin Collins,Chicago Blackhawks,4,2.8991935483870965
1996,Dan Marouelli,Colorado Avalanche,6,3.115384615384616
1996,Kevin Collins,Colorado Avalanche,6,3.115384615384616
1996,Gauthier,Dallas Stars,4,2.875
1996,Gregson,Dallas Stars,4,2.875
1996,Gauthier,Dallas Stars,4,2.375
1996,McCreary,Dallas Stars,4,2.375
1996,Mark Faucette,Dallas Stars,4,2.9444444444444446
1996,Ray Scapinello,Dallas Stars,4,2.9444444444444446
1996,Mark Faucette,Edmonton Oilers,4,2.6925465838509313
1996,Ray Scapinello,Edmonton Oilers,4,2.6925465838509313
1996,Paul Devorski,Dallas Stars,4,2.9279279279279278
1996,Ray Scapinello,Dallas Stars,4,2.9279279279279278
1996,Paul Devorski,Edmonton Oilers,3,2.5102040816326525
1996,Ray Scapinello,Edmonton Oilers,3,2.5102040816326525
1996,McCourt,Dallas Stars,4,2.7272727272727275
1996,Walkom,Dallas Stars,4,2.7272727272727275
1996,McCourt,Edmonton Oilers,1,2.0
1996,Walkom,Edmonton Oilers,1,2.0
1996,Dan Schachte,Dallas Stars,4,2.6666666666666665
1996,Rob Shick,Dallas Stars,4,2.6666666666666665
1996,Dan Schachte,Edmonton Oilers,2,2.0903954802259883
1996,Rob Shick,Edmonton Oilers,2,2.0903954802259883
1996,Fraser,Edmonton Oilers,4,5.25
1996,Scapinello,Edmonton Oilers,4,5.25
1996,Collins,Detroit Red Wings,4,4.25
1996,McCreary,Detroit Red Wings,4,4.25
1996,Collins,Detroit Red Wings,4,4.55
1996,Shick,Detroit Red Wings,4,4.55
1996,Dan Marouelli,Detroit Red Wings,4,3.807330827067669
1996,Gerard Gauthier,Detroit Red Wings,4,3.807330827067669
1996,Dan Marouelli,St. Louis Blues,2,2.727358490566038
1996,Gerard Gauthier,St. Louis Blues,2,2.727358490566038
1996,Gerard Gauthier,Detroit Red Wings,4,3.5911330049261085
1996,Mark Faucette,Detroit Red Wings,4,3.5911330049261085
1996,Gerard Gauthier,St. Louis Blues,4,3.0239130434782613
1996,Mark Faucette,St. Louis Blues,4,3.0239130434782613
1996,Gregson,Detroit Red Wings,4,3.384615384615384
1996,Mike Cvik,Detroit Red Wings,4,3.384615384615384
1996,Kerry Fraser,Detroit Red Wings,4,3.634615384615384
1996,Mike Cvik,Detroit Red Wings,4,3.634615384615384
1996,Kerry Fraser,St. Louis Blues,1,3.1022727272727275
1996,Mike Cvik,St. Louis Blues,1,3.1022727272727275
1996,Paul Devorski,Anaheim Ducks,4,2.8201219512195124
1996,Scott Driscoll,Anaheim Ducks,4,2.8201219512195124
1996,Paul Devorski,Phoenix Coyotes,2,2.391346153846154
1996,Scott Driscoll,Phoenix Coyotes,2,2.391346153846154
1996,Mark Faucette,Anaheim Ducks,4,2.575
1996,Scott Driscoll,Anaheim Ducks,4,2.575
1996,Mark Faucette,Phoenix Coyotes,2,2.175595238095238
1996,Scott Driscoll,Phoenix Coyotes,2,2.175595238095238
1996,Gordon Broseker,Anaheim Ducks,4,2.9558823529411766
1996,Terry Gregson,Anaheim Ducks,4,2.9558823529411766
1996,Gordon Broseker,Phoenix Coyotes,4,1.7321428571428572
1996,Terry Gregson,Phoenix Coyotes,4,1.7321428571428572
1996,Gordon Broseker,Anaheim Ducks,4,2.8455882352941178
1996,Stephen Walkom,Anaheim Ducks,4,2.8455882352941178
1996,Gordon Broseker,Phoenix Coyotes,2,1.8405172413793105
1996,Stephen Walkom,Phoenix Coyotes,2,1.8405172413793105
1996,Bill McCreary,Anaheim Ducks,4,2.783769063180828
1996,Brad Lazarowich,Anaheim Ducks,4,2.783769063180828
1996,Bill McCreary,Phoenix Coyotes,5,2.6923076923076925
1996,Brad Lazarowich,Phoenix Coyotes,5,2.6923076923076925
1996,Don Koharski,Anaheim Ducks,4,2.8214535290006992
1996,Swede Knox,Anaheim Ducks,4,2.8214535290006992
1996,Don Koharski,Phoenix Coyotes,2,2.7012698412698413
1996,Swede Knox,Phoenix Coyotes,2,2.7012698412698413
1996,Dan Marouelli,Anaheim Ducks,4,1.7192982456140349
1996,Gerard Gauthier,Anaheim Ducks,4,1.7192982456140349
1996,Dan Marouelli,Phoenix Coyotes,0,1.9375
1996,Gerard Gauthier,Phoenix Coyotes,0,1.9375
1996,Gordon Broseker,New Jersey Devils,4,2.907828282828283
1996,Terry Gregson,New Jersey Devils,4,2.907828282828283
1996,Gordon Broseker,New York Rangers,0,3.069642857142857
1996,Terry Gregson,New York Rangers,0,3.069642857142857
1996,Gordon Broseker,New Jersey Devils,4,2.8106060606060606
1996,Rob Shick,New Jersey Devils,4,2.8106060606060606
1996,Gordon Broseker,New York Rangers,2,3.1206349206349207
1996,Rob Shick,New York Rangers,2,3.1206349206349207
1996,Kerry Fraser,New Jersey Devils,4,2.858133971291866
1996,Shane Heyer,New Jersey Devils,4,2.858133971291866
1996,Kerry Fraser,New York Rangers,3,2.6797706797706793
1996,Shane Heyer,New York Rangers,3,2.6797706797706793
1996,Mark Faucette,New Jersey Devils,4,2.3462837837837838
1996,Wayne Bonney,New Jersey Devils,4,2.3462837837837838
1996,Mark Faucette,New York Rangers,3,2.796511627906977
1996,Wayne Bonney,New York Rangers,3,2.796511627906977
1996,Don Koharski,New Jersey Devils,4,2.8440988835725682
1996,Shane Heyer,New Jersey Devils,4,2.8440988835725682
1996,Don Koharski,New York Rangers,2,2.886052303860523
1996,Shane Heyer,New York Rangers,2,2.886052303860523
1996,Don Koharski,Buffalo Sabres,4,2.5709677419354837
1996,Wayne Bonney,Buffalo Sabres,4,2.5709677419354837
1996,Don Koharski,Philadelphia Flyers,5,2.917567567567567
1996,Wayne Bonney,Philadelphia Flyers,5,2.917567567567567
1996,Paul Devorski,Buffalo Sabres,4,2.5314606741573034
1996,Wayne Bonney,Buffalo Sabres,4,2.5314606741573034
1996,Paul Devorski,Philadelphia Flyers,2,3.1245901639344265
1996,Wayne Bonney,Philadelphia Flyers,2,3.1245901639344265
1996,Shane Heyer,Buffalo Sabres,4,3.0117096018735365
1996,Terry Gregson,Buffalo Sabres,4,3.0117096018735365
1996,Shane Heyer,Philadelphia Flyers,4,2.9555125725338494
1996,Terry Gregson,Philadelphia Flyers,4,2.9555125725338494
1996,Rob Shick,Buffalo Sabres,4,2.9837662337662336
1996,Shane Heyer,Buffalo Sabres,4,2.9837662337662336
1996,Rob Shick,Philadelphia Flyers,4,3.16969696969697
1996,Shane Heyer,Philadelphia Flyers,4,3.16969696969697
1996,Bill McCreary,Buffalo Sabres,4,2.995
1996,Gerard Gauthier,Buffalo Sabres,4,2.995
1996,Bill McCreary,Philadelphia Flyers,6,2.8872549019607843
1996,Gerard Gauthier,Philadelphia Flyers,6,2.8872549019607843
1996,Dan Marouelli,Colorado Avalanche,4,4.115384615384616
1996,Gerard Gauthier,Colorado Avalanche,4,4.115384615384616
1996,Dan Marouelli,Edmonton Oilers,1,1.8380281690140845
1996,Gerard Gauthier,Edmonton Oilers,1,1.8380281690140845
1996,Gerard Gauthier,Colorado Avalanche,4,4.0
1996,Mark Faucette,Colorado Avalanche,4,4.0
1996,Gerard Gauthier,Edmonton Oilers,1,1.9782608695652173
1996,Mark Faucette,Edmonton Oilers,1,1.9782608695652173
1996,Dan Schachte,Colorado Avalanche,4,3.056521739130435
1996,Don Koharski,Colorado Avalanche,4,3.056521739130435
1996,Dan Schachte,Edmonton Oilers,4,2.0358974358974358
1996,Don Koharski,Edmonton Oilers,4,2.0358974358974358
1996,Dan Schachte,Colorado Avalanche,4,3.040217391304348
1996,Paul Devorski,Colorado Avalanche,4,3.040217391304348
1996,Dan Schachte,Edmonton Oilers,2,1.962585034013605
1996,Paul Devorski,Edmonton Oilers,2,1.962585034013605
1996,Gordon Broseker,Colorado Avalanche,4,3.3585164835164836
1996,Kerry Fraser,Colorado Avalanche,4,3.3585164835164836
1996,Gordon Broseker,Edmonton Oilers,3,2.628571428571428
1996,Kerry Fraser,Edmonton Oilers,3,2.628571428571428
1996,Faucette,Detroit Red Wings,2,2.6190476190476195
1996,Scapinello,Detroit Red Wings,2,2.6190476190476195
1996,Dan Marouelli,Anaheim Ducks,4,2.406798245614035
1996,Ray Scapinello,Anaheim Ducks,4,2.406798245614035
1996,Dan Marouelli,Detroit Red Wings,3,3.1350619195046443
1996,Ray Scapinello,Detroit Red Wings,3,3.1350619195046443
1996,Bill McCreary,Anaheim Ducks,4,1.8425925925925926
1996,Gerard Gauthier,Anaheim Ducks,4,1.8425925925925926
1996,Bill McCreary,Detroit Red Wings,5,3.7811550151975686
1996,Gerard Gauthier,Detroit Red Wings,5,3.7811550151975686
1996,Gerard Gauthier,Anaheim Ducks,4,1.7129629629629628
1996,Kerry Fraser,Anaheim Ducks,4,1.7129629629629628
1996,Gerard Gauthier,Detroit Red Wings,3,3.892857142857143
1996,Kerry Fraser,Detroit Red Wings,3,3.892857142857143
1996,Dan Marouelli,New York Rangers,4,2.8405743740795284
1996,Ray Scapinello,New York Rangers,4,2.8405743740795284
1996,Dan Marouelli,Philadelphia Flyers,3,2.8177570093457946
1996,Ray Scapinello,Philadelphia Flyers,3,2.8177570093457946
1996,Paul Devorski,New York Rangers,4,2.7820427236315086
1996,Ray Scapinello,New York Rangers,4,2.7820427236315086
1996,Paul Devorski,Philadelphia Flyers,4,3.024590163934426
1996,Ray Scapinello,Philadelphia Flyers,4,3.024590163934426
1996,Bill McCreary,New York Rangers,4,2.671726190476191
1996,Kevin Collins,New York Rangers,4,2.671726190476191
1996,Bill McCreary,Philadelphia Flyers,6,2.7635989879822898
1996,Kevin Collins,Philadelphia Flyers,6,2.7635989879822898
